SECTION,SCHOOL,COURSE_CODE,SESSION,MIN_UNITS,MAX_UNITS,COURSE_TITLE,MODE,Link,PUBLISH?,START_TIME,END_TIME,DAYS,TOTAL_ENR,MODALITY,INSTRUCTOR_NAME,ASSIGNED_ROOM,TOTAL_ENR_1,COURSE_DESCRIPTION
21727,ANSC,CMGT-517,1,4,4,Communication in the Luxury Fashion Industry,C,,Y,17:30,20:20,M,21,,"Brunswick, Alexis",ASCG38,21,"Examines luxury fashion marketing communication, focusing on connecting with the audience. Topics include history of the industry, media channels, digital platforms and communicating values."
21726,ANSC,CMGT-517,1,4,4,Communication in the Luxury Fashion Industry,C,,Y,14:00,16:50,M,20,,"Brunswick, Alexis",ASCG38,20,"Examines luxury fashion marketing communication, focusing on connecting with the audience. Topics include history of the industry, media channels, digital platforms and communicating values."
21728,ANSC,CMGT-518,748,2,2,Principles of Communicating in the Self-Care Industries,C,,Y,18:00,20:50,W,19,A,"Houghton, Jennifer, Stingle",ONLINE,19,"Foundational examination of beauty, personal care and wellness industries through brand strategy, promotion, advertising, social media and influencer marketing."
21729,ANSC,CMGT-519,758,2,2,Analyzing Communication Strategies: Self-Care Segments,C,,Y,18:00,20:50,W,13,A,"Houghton, Jennifer, Stingle",ONLINE,13,"Covers various segments of beauty, personal care and wellness brands and how they utilize communication strategies to differentiate products and persuade targeted consumers."
21737,ANSC,CMGT-528,1,4,4,Website Strategies for Organizations,C,,Y,14:00,16:50,H,17,,"Dzida, Sarah, R.",ANNL115,17,"Assess organizations' online needs, to examine the use of the Internet in terms of electronic commerce and global pressures, and design Web page strategies."
21738,ANSC,CMGT-529,1,4,4,Creator Culture and Industries,C,,Y,18:30,21:20,M,16,,"Craig, David | Beaver, Michelle",ASC231,16,"Maps the evolution of global and Chinese creator industries, as distinguished by social media entrepreneurs, online cultural producers, creators, influencers, live streamers, KOLs and wanghong."
21739,ANSC,CMGT-530,60,4,4,Social Dynamics of Communication Technologies,C,,Y,14:00,16:50,H,6,A,"Dunbar-Hester, Christina",ONLINE,6,"Impact of television, satellites, computers, and other new technologies; competing theories about the role of technology in society; historical effects of introducing new technologies."
21745,ANSC,CMGT-536,1,4,4,Team Communication and Leadership,C,,N,18:30,21:20,W,0,,,,0,Theories of effective team communication and leadership; case | studies of effective and ineffective teams and leaders; teamwork | and communication development; and distributed work teams.
21746,ANSC,CMGT-537,1,4,4,"The Industry, Science and Culture of Video Games",C,,Y,18:00,20:50,W,24,,"Fowler II, Steven, G",ANNL116,24,"History, social dynamics, and cultural impact of video games; | developments in technology and design; issues confronting the | video game industry and organizations."
21752,ANSC,CMGT-540,169,4,4,Uses of Communication Research,C,,Y,TBA,TBA,T,40,A,"Curtis, Mathew, Henry | Pade, Courtney",ONLINE,40,"Data collection and elementary statistical analysis in communication management. Methods include surveys, focus groups, content analysis, experiments, secondary data sources."
21754,ANSC,CMGT-541,1,4,4,Integrated Communication Strategies,C,,Y,14:00,16:50,H,21,,"Kosten, Marina, T.",ANN209,21,Communication strategies for product marketing and advertising; communication's role in developing domestic and international marketplaces; practical applications of persuasion theory.
20708,ANSC,COMM-490,1,1,8,Directed Research,C,,Y,TBA,TBA,,0,,,OFFICE,0,Individual research and readings. Not available for graduatecredit. Available to juniors and seniors only.
21758,ANSC,CMGT-544,1,4,4,Creating Organizational Identity: Meaning Through Messages,C,,Y,18:30,21:20,T,6,,"Uwins, Simon, C.",ANN309,6,Use of rhetorical theories and communication models to create | organizational identification with internal and external | audiences; the role of values and ethics in creating identities.
21759,ANSC,CMGT-544,1,4,4,Creating Organizational Identity: Meaning Through Messages,C,,Y,14:00,16:50,T,9,,"Hirsch, Jeffrey",ANN405,9,Use of rhetorical theories and communication models to create | organizational identification with internal and external | audiences; the role of values and ethics in creating identities.
21761,ANSC,CMGT-546,1,4,4,Sports Media and Society,C,,Y,14:00,16:50,M,20,,"Markgraf, Eric, Bruce",ANN210,20,"History and evolution of sports media industry; traditional, new | and alternative sports media; globalization of sports; sports | promotions and personalities."
21762,ANSC,CMGT-547,60,4,4,"Distribution of Recordings: Media, Retail and Online Channel",C,,Y,18:30,21:20,M,8,,"Borg, Robert",ONLINE,8,"Cultural and critical analyses of radio and recording industry development and business strategy; influence of legal and regulatory institutions, impact of new forms of distribution."
21765,ANSC,CMGT-550,1,4,4,Hollywood 3.0-Entertainment Industry in the Convergence Age,C,,Y,18:00,20:50,W,14,,"Feldman, Joshua, Todd",ASC228,14,In-depth analysis of the challenges confronting the entertainment industry in the wake of media convergence including a survey of media convergence history and theories.
21766,ANSC,CMGT-551,1,4,4,Communicating Entertainment Media Identities,C,,Y,18:30,21:20,H,15,,"Gungormez, Allan, C",ANN211,15,"Understanding dynamics in entertainment markets enabled by emerging digital technologies; broad and niche strategies to target appropriate audiences, building audience engagement with entertainment content identities."
21763,ANSC,CMGT-552,1,4,4,"Visual Storytelling: Production, Management and Culture",C,,Y,18:30,21:20,H,19,,"Fratto, Adam",ANN309,19,"Focuses on management, production and distribution of scripted film, television and web stories to understand visual storytelling as a communicative strategy for advertising and education."
21769,ANSC,CMGT-554,1,4,4,Copywriting and Creativity,C,,Y,18:30,21:20,M,21,,"Markgraf, Eric, Bruce",ANN210,21,Foundational and advanced practices for copywriting and related design incommunication; integrated analysis of concepts and pragmatics surrounding creativity forcommunication effectiveness
21774,ANSC,CMGT-555,1,4,4,Online Marketing Communication Development and Analysis,C,,Y,18:00,20:50,T,25,,"Framroze, Mayanna",ANNL101,25,"Analysis and development of online communication and marketing campaigns; exploration of current Internet best practices in social media, SEM, privacy, location-based marketing, and online measurement."
21770,ANSC,CMGT-555,1,4,4,Online Marketing Communication Development and Analysis,C,,Y,18:00,20:50,M,29,,"Guest, Rich",ANNL116,29,"Analysis and development of online communication and marketing campaigns; exploration of current Internet best practices in social media, SEM, privacy, location-based marketing, and online measurement."
21776,ANSC,CMGT-556,60,4,4,Global Marketing Communication,C,,Y,18:30,21:20,T,11,,"Amiune, Marcela, Victoria",ONLINE,11,Communication strategies in a global marketing environment; analysis of global – local challenges and opportunities; effective global integrated communication to create and sustain competitive advantage
21778,ANSC,CMGT-556,169,4,4,Global Marketing Communication,C,,Y,TBA,TBA,H,50,A,"Sigismondi, Paolo | Pade, Courtney | Bracero, Rafael",ONLINE,50,Communication strategies in a global marketing environment; analysis of global – local challenges and opportunities; effective global integrated communication to create and sustain competitive advantage
21775,ANSC,CMGT-556,1,4,4,Global Marketing Communication,C,,Y,14:00,16:50,H,26,,"Skidmore, Ted",ASC328,26,Communication strategies in a global marketing environment; analysis of global – local challenges and opportunities; effective global integrated communication to create and sustain competitive advantage
21779,ANSC,CMGT-558,1,4,4,International Entertainment Marketplaces,C,,Y,14:00,16:50,T,23,,"Skidmore, Ted",ASC328,23,Global influences on linear and streaming television and theatrical. Case analyses of organizations and content focusing on interconnected partnerships and promotions to attract local audiences.
21783,ANSC,CMGT-564,1,4,4,Methodological Fundamentals of Big Data in Communication,C,,Y,18:30,21:20,H,24,,"Shackleton, Drew, Harrison",ANN210,24,"Understanding of fundamental methodological issues about big data: types, platforms, tools, analysis techniques, and relevant theoretical frameworks."
21781,ANSC,CMGT-564,1,4,4,Methodological Fundamentals of Big Data in Communication,C,,Y,14:00,16:50,M,23,,"Lee, Ben",ANN409ABC,23,"Understanding of fundamental methodological issues about big data: types, platforms, tools, analysis techniques, and relevant theoretical frameworks."
21782,ANSC,CMGT-564,60,4,4,Methodological Fundamentals of Big Data in Communication,C,,N,18:30,21:20,W,0,,,ONLINE,0,"Understanding of fundamental methodological issues about big data: types, platforms, tools, analysis techniques, and relevant theoretical frameworks."
21786,ANSC,CMGT-568,1,4,4,Influencer Strategies,C,,Y,18:00,20:50,W,25,,"Nager, Freddy, Tran",ANN406,25,"Students master skills and strategies to distinguish the truly influential from the merely popular, manage international influencer campaigns and develop successful influencers."
21793,ANSC,CMGT-575,169,4,4,Communicating in Crisis,C,,Y,TBA,TBA,W,22,A,"Shipley, Brad, Allen | Martinez, Cynthia, A.",ONLINE,22,"How to use effective organizational communication to facilitate crisis prevention, provide leadership during a crisis and manage organizational change."
21795,ANSC,CMGT-577,1,4,4,Communicating Corporate Social Responsibility,C,,Y,18:00,20:50,T,7,,"Saralegui, Catie",ASC328,7,"Evolution, models, metrics and stakeholders. Key communication issues in designing and implementing initiatives, CSR reporting, strategic partnerships and online communities. Analysis of communication paradoxes."
21804,ANSC,CMGT-586,1,4,4,"Entertainment Media: Content, Theory, and Industry Practices",C,,Y,18:30,21:20,T,31,,"Craig, David | Koyama, Monica",ASC231,31,Examination of social scientific theory and research on patterns of media content; effects of mass media exposure on individuals and society; and industry practices.
21802,ANSC,CMGT-587,1,4,4,Audience Analysis,C,,Y,18:30,21:20,M,27,,"Roy, Austin",ANNL101,27,Audience research fundamentals - sampling and segmentation; advanced questionnaire design; audience observation; advanced quantitative and qualitative analyses. Model formulation to describe and predict data.
20706,ANSC,COMM-490,1,1,8,Directed Research,C,,Y,TBA,TBA,,0,,,OFFICE,0,Individual research and readings. Not available for graduatecredit. Available to juniors and seniors only.
21806,ANSC,CMGT-587,1,4,4,Audience Analysis,C,,N,18:30,21:20,H,0,,"Dracolakis, Lisa, K.",ASC331,0,Audience research fundamentals - sampling and segmentation; advanced questionnaire design; audience observation; advanced quantitative and qualitative analyses. Model formulation to describe and predict data.
21807,ANSC,CMGT-587,169,4,4,Audience Analysis,C,,Y,TBA,TBA,T,20,A,"Neff, Jessica, Janine | Muthuswamy, Nithya",ONLINE,20,Audience research fundamentals - sampling and segmentation; advanced questionnaire design; audience observation; advanced quantitative and qualitative analyses. Model formulation to describe and predict data.
21805,ANSC,CMGT-587,60,4,4,Audience Analysis,C,,Y,10:00,12:50,W,3,,"Muthuswamy, Nithya",ONLINE,3,Audience research fundamentals - sampling and segmentation; advanced questionnaire design; audience observation; advanced quantitative and qualitative analyses. Model formulation to describe and predict data.
21808,ANSC,CMGT-589,1,4,4,"Storytelling, Culture and Experiential Communication",C,,Y,18:00,20:50,H,16,,"Framroze, Mayanna",ANNL101,16,"How to communicate through storytelling in contemporary culture. Strategic story development for brands, for self-branding, and for social impact. Story creation utilizes narrative theories and workshop-style participatory activities."
21814,ANSC,CMGT-590,1,1,12,Directed Research,C,,Y,TBA,TBA,,0,,,OFFICE,0,Research leading to the master's degree. Maximum units which may | be applied to the degree to be determined by the school. Graded | CR/NC.
21810,ANSC,CMGT-590,1,1,12,Directed Research,C,,Y,TBA,TBA,,0,,"Lee, Ben",OFFICE,0,Research leading to the master's degree. Maximum units which may | be applied to the degree to be determined by the school. Graded | CR/NC.
21812,ANSC,CMGT-590,1,1,12,Directed Research,C,,Y,TBA,TBA,,1,,"Riley, Patricia",OFFICE,1,Research leading to the master's degree. Maximum units which may | be applied to the degree to be determined by the school. Graded | CR/NC.
21816,ANSC,CMGT-590,371,2,2,Directed Research,C,,Y,TBA,TBA,,1,,"Chan, Katrina, Dai-Kwong",OFFICE,1,Research leading to the master's degree. Maximum units which may | be applied to the degree to be determined by the school. Graded | CR/NC.
21811,ANSC,CMGT-590,1,1,12,Directed Research,C,,Y,TBA,TBA,,1,,"Craig, David",OFFICE,1,Research leading to the master's degree. Maximum units which may | be applied to the degree to be determined by the school. Graded | CR/NC.
21815,ANSC,CMGT-590,1,2,2,Directed Research,C,,Y,TBA,TBA,,0,,,OFFICE,0,Research leading to the master's degree. Maximum units which may | be applied to the degree to be determined by the school. Graded | CR/NC.
21817,ANSC,CMGT-590,683,1,1,Directed Research,C,,Y,TBA,TBA,,0,,"Bay, Willow",OFFICE,0,Research leading to the master's degree. Maximum units which may | be applied to the degree to be determined by the school. Graded | CR/NC.
21813,ANSC,CMGT-590,1,1,12,Directed Research,C,,Y,TBA,TBA,,0,,,OFFICE,0,Research leading to the master's degree. Maximum units which may | be applied to the degree to be determined by the school. Graded | CR/NC.
21826,ANSC,CMGT-591,166,1,1,Communication Internship,C,,Y,TBA,TBA,,8,,"Baroffio, Daniela",OFFICE,8,"Field experience in applying communication principles to settings | in organizations, campaigns, or other contexts; analysis and | assessment of issues and problems. Graded CR/NC."
